customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age
2930,Goddard,Benthall,Male,46,1997-07-25,Assistant Media Planner,Entertainment,Mass Customer,N,No,3,26
2931,Efren,Twiddell,Male,61,1979-01-27,Executive Secretary,IT,Mass Customer,N,Yes,6,45
2932,Bradly,Deboick,Male,4,1985-04-18,Account Representative I,IT,Mass Customer,N,No,17,38
2933,Ralf,Presidey,Male,61,1986-04-19,Administrative Officer,Retail,Affluent Customer,N,Yes,6,37
2934,Candida,Hickenbottom,Female,26,1986-04-08,Media Manager III,Telecommunications,Mass Customer,N,Yes,9,38
2936,Pavia,Gethen,Female,23,1984-05-20,Project Manager,Financial Services,Mass Customer,N,Yes,11,39
2937,Belia,Mitchener,Female,47,1974-07-29,Computer Systems Analyst I,Financial Services,Mass Customer,N,No,15,49
2944,Kimball,Scutter,Male,45,1977-06-05,Environmental Specialist,Manufacturing,Affluent Customer,N,No,7,46
2948,Yank,Scarlett,Male,23,1997-01-17,Internal Auditor,Manufacturing,Mass Customer,N,Yes,2,27
2950,Kristos,Anthony,Male,19,1955-01-11,Software Engineer I,Financial Services,Mass Customer,N,Yes,10,69
2951,Duffy,Godbehere,Male,13,1977-09-25,Community Outreach Specialist,Financial Services,High Net Worth,N,No,12,46
2952,Cristy,McQuirter,Female,28,1975-04-25,Senior Developer,Manufacturing,High Net Worth,N,Yes,16,48
2953,Hector,Carwithan,Male,45,1972-10-26,Recruiting Manager,Health,High Net Worth,N,Yes,8,51
2954,Albertine,Fibbitts,Female,23,1974-03-24,Pharmacist,Health,Mass Customer,N,No,16,50
2955,Stuart,Dutnell,Male,74,1990-03-19,Community Outreach Specialist,Financial Services,High Net Worth,N,No,13,34
2956,Thedric,Bolding,Male,17,1959-12-16,Quality Control Specialist,Telecommunications,Mass Customer,N,Yes,19,64
2958,Regan,Botly,Male,10,1975-11-23,Health Coach II,Manufacturing,Affluent Customer,N,Yes,14,48
2959,Max,Gonthier,Female,1,1953-11-23,Registered Nurse,Health,Mass Customer,N,Yes,11,70
2960,Hollie,MacEllen,Female,6,1976-07-16,Design Engineer,Property,Mass Customer,N,Yes,16,47
2961,Merv,Barradell,Male,56,1975-03-22,Assistant Manager,Health,Mass Customer,N,Yes,12,49
2962,Shari,MacCallester,Female,26,1971-07-12,Information Systems Manager,Property,Mass Customer,N,No,15,52
2964,Geneva,McCrystal,Female,36,1974-01-07,Product Engineer,Telecommunications,Mass Customer,N,Yes,14,50
2966,Fredi,Aldhous,Female,81,1969-05-22,Dental Hygienist,Health,Mass Customer,N,Yes,5,54
2967,Dud,Coom,Male,60,1979-09-14,Social Worker,Health,Affluent Customer,N,Yes,20,44
2968,Lek,Viel,Male,38,1977-11-25,Human Resources Assistant III,Retail,High Net Worth,N,No,16,46
2970,Cassi,Noades,Female,64,1992-12-08,Software Consultant,Financial Services,Mass Customer,N,No,5,31
2971,Esther,Caught,Female,5,1968-01-16,Marketing Assistant,Manufacturing,High Net Worth,N,Yes,8,56
2973,Torr,Mintram,Male,34,1972-05-12,Senior Developer,Health,High Net Worth,N,No,5,51
2974,Hyacinthia,Settle,Female,1,1975-09-28,Engineer IV,Financial Services,High Net Worth,N,No,15,48
2975,Deva,Carnow,Female,67,1981-03-09,Senior Cost Accountant,Financial Services,Mass Customer,N,No,14,43
2976,Lindsay,Beausang,Male,16,1964-08-07,Tax Accountant,Health,Mass Customer,N,Yes,8,59
2978,Erasmus,Winckworth,Male,96,1974-05-07,Programmer IV,Manufacturing,Affluent Customer,N,No,10,49
2979,Louella,Mandifield,Female,39,1976-07-25,Tax Accountant,Retail,Mass Customer,N,No,18,47
2980,Di,Plaid,Female,27,1979-12-22,Chemical Engineer,Manufacturing,Mass Customer,N,No,4,44
2981,Benny,Jadczak,Male,26,1980-03-30,Sales Representative,Retail,High Net Worth,N,Yes,21,44
2982,Celisse,McCloughen,Female,30,1982-08-08,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,11,41
2983,Hilario,Magrane,Male,2,1985-01-26,Human Resources Manager,Retail,Mass Customer,N,Yes,17,39
2984,Frances,Mishaw,Female,48,1959-05-23,Payment Adjustment Coordinator,Manufacturing,Mass Customer,N,Yes,13,64
2985,Kerby,Nesfield,Male,69,1986-10-14,Sales Representative,Retail,Affluent Customer,N,Yes,14,37
2990,Brice,Martinuzzi,Male,65,1978-03-16,GIS Technical Architect,Argiculture,High Net Worth,N,No,8,46
2991,Fred,Catanheira,Female,48,1964-06-27,Desktop Support Technician,Financial Services,Mass Customer,N,No,11,59
2992,Crystal,Assur,Female,26,1974-05-31,Clinical Specialist,Health,Mass Customer,N,Yes,10,49
2993,Blinnie,Hazelden,Female,85,1995-03-07,Graphic Designer,Financial Services,Affluent Customer,N,No,4,29
2994,Karlen,Iacovacci,Female,26,1976-08-30,Accountant II,Manufacturing,Mass Customer,N,Yes,18,47
2996,Jerrylee,Shinfield,Female,67,1967-05-05,Cost Accountant,Financial Services,Mass Customer,N,No,14,56
2997,Jo-ann,Carlile,Female,57,1973-05-17,Computer Systems Analyst II,Health,Affluent Customer,N,No,10,50
2998,Quintana,Housley,Female,34,2000-12-19,Nurse Practicioner,Manufacturing,High Net Worth,N,Yes,2,23
3000,Tann,McCard,Male,28,1974-05-15,Compensation Analyst,Financial Services,Affluent Customer,N,No,22,49
3001,Gal,Waleran,Male,48,1977-07-22,Engineer IV,Argiculture,Mass Customer,N,No,20,46
3002,Tracey,Verdun,Male,62,1956-12-06,Paralegal,Financial Services,Mass Customer,N,Yes,16,67
3003,Brita,Tupie,Female,72,1963-05-02,Web Developer I,Retail,Mass Customer,N,Yes,4,60
3004,Waylon,Hammant,Male,82,1955-02-20,Research Assistant II,Health,Mass Customer,N,Yes,16,69
3005,Rafaellle,Tantrum,Male,36,1969-01-05,Human Resources Manager,Property,Affluent Customer,N,Yes,8,55
3007,Tudor,Pepper,Male,38,1973-05-22,Environmental Tech,Manufacturing,Mass Customer,N,No,16,50
3011,Robena,Barks,Female,84,1994-05-11,Staff Scientist,Financial Services,High Net Worth,N,No,3,29
3013,Lorain,Eddisforth,Female,94,1968-07-28,Office Assistant III,Property,High Net Worth,N,No,6,55
3015,Queenie,Flips,Female,25,2000-09-02,Assistant Manager,Retail,Affluent Customer,N,No,1,23
3016,Forster,Bumford,Male,25,1985-08-11,Analog Circuit Design manager,Financial Services,High Net Worth,N,No,11,38
3017,Jason,De Lorenzo,Male,88,1955-10-05,Operator,Financial Services,Affluent Customer,N,No,7,68
3019,Alonso,Ceyssen,Male,98,1986-02-02,Community Outreach Specialist,Manufacturing,Affluent Customer,N,Yes,14,38
3020,Witty,McArthur,Male,13,1965-12-24,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,10,58
3023,Rikki,Bernet,Female,37,1994-12-09,Accountant I,IT,High Net Worth,N,Yes,7,29
3025,Osgood,Stolting,Male,27,1977-04-23,Compensation Analyst,Financial Services,Mass Customer,N,Yes,9,46
3026,Minda,Pendrid,Female,11,1988-11-21,Account Representative III,Property,Mass Customer,N,Yes,5,35
3027,Augy,Rudall,Male,83,1977-10-30,Research Nurse,Health,Mass Customer,N,Yes,5,46
3028,Leandra,Schubert,Female,67,1956-07-07,General Manager,Manufacturing,High Net Worth,N,No,20,67
3029,Timmie,Gori,Male,85,1978-07-17,Business Systems Development Analyst,Manufacturing,Mass Customer,N,No,13,45
3030,Flor,Agnew,Female,68,1998-05-21,Technical Writer,Manufacturing,Affluent Customer,N,No,3,25
3031,Diego,Bertelmot,Male,95,1996-02-02,Staff Scientist,Health,Mass Customer,N,Yes,5,28
3032,Renado,Wonfor,Male,53,1992-08-02,Analog Circuit Design manager,Health,Affluent Customer,N,Yes,5,31
3035,Sigfrid,Caldecot,Male,98,1980-04-15,Associate Professor,Health,High Net Worth,N,No,13,43
3036,Windy,Orehead,Female,24,1977-04-17,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,11,46
3037,Leanora,Isles,Female,30,1971-10-27,Legal Assistant,Financial Services,High Net Worth,N,Yes,18,52
3040,Kameko,Kinrade,Female,87,1966-11-28,General Manager,Retail,Mass Customer,N,No,5,57
3041,Sherrie,Kingaby,Female,20,1974-03-12,Physical Therapy Assistant,Retail,Mass Customer,N,Yes,11,50
3044,Russell,Brittoner,Male,59,1990-04-11,Occupational Therapist,Health,Affluent Customer,N,Yes,19,34
3045,Renato,Mungham,Male,52,1996-10-02,Cost Accountant,Financial Services,Affluent Customer,N,Yes,2,27
3046,Shela,Ridgers,Female,53,1964-06-07,Programmer Analyst III,Manufacturing,Affluent Customer,N,No,18,59
3047,Eddy,Cossans,Male,20,1962-01-14,Speech Pathologist,Retail,Mass Customer,N,Yes,19,62
3048,Kenon,Messruther,Male,38,1969-05-27,Legal Assistant,Manufacturing,Mass Customer,N,No,16,54
3054,Marieann,Wickey,Female,94,1965-07-14,Operator,Manufacturing,Affluent Customer,N,No,16,58
3056,Catlin,Storm,Female,43,1968-05-27,Health Coach II,Entertainment,Mass Customer,N,No,18,55
3058,Hamnet,Kibblewhite,Male,67,1986-10-10,Human Resources Manager,Manufacturing,Mass Customer,N,Yes,16,37
3060,Milton,Gorini,Male,28,1982-09-14,VP Accounting,Financial Services,Mass Customer,N,Yes,6,41
3061,Evie,Bendtsen,Female,51,1991-03-18,Office Assistant IV,Manufacturing,Affluent Customer,N,Yes,3,33
3062,Lesley,Ruskin,Male,78,1962-11-09,Civil Engineer,Manufacturing,Mass Customer,N,No,13,61
3063,Andrea,Wildber,Male,74,1999-11-04,VP Sales,Financial Services,Affluent Customer,N,No,2,24
3064,Zach,Billison,Male,96,1995-06-14,Product Engineer,Financial Services,Affluent Customer,N,Yes,4,28
3065,Winna,Brusle,Female,88,1978-01-05,Recruiter,Financial Services,High Net Worth,N,Yes,13,46
3066,Renell,Bellocht,Female,29,1995-01-14,Paralegal,Financial Services,Affluent Customer,N,Yes,2,29
3067,Veronique,Wash,Female,8,1991-01-13,Chief Design Engineer,Manufacturing,Mass Customer,N,Yes,9,33
3068,Gill,Branney,Female,88,1990-12-07,Automation Specialist I,Manufacturing,Affluent Customer,N,No,1,33
3069,Phylis,Traves,Female,59,1988-08-12,Senior Cost Accountant,Financial Services,Affluent Customer,N,No,12,35
3070,Malissia,Minthorpe,Female,74,1998-07-27,Account Executive,Health,Affluent Customer,N,Yes,1,25
3071,Shirlee,Murdoch,Female,59,1989-12-25,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,12,34
3072,Roma,Prettjohn,Male,87,1979-04-12,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,10,45
3073,Hernando,Farnham,Male,16,1967-04-12,Nurse,Telecommunications,Affluent Customer,N,No,17,57
3074,Tracie,Grishaev,Male,31,1969-02-18,VP Quality Control,Health,Mass Customer,N,Yes,12,55
3076,Merna,Eyers,Female,9,1991-10-01,Professor,Health,Mass Customer,N,Yes,4,32
3077,Emelen,Gillopp,Male,19,2000-08-11,Information Systems Manager,Manufacturing,Affluent Customer,N,No,2,23
3078,Mariel,Blacksell,Female,54,1982-08-16,Safety Technician III,Retail,Mass Customer,N,No,7,41
3079,Yorker,McKevany,Male,34,1959-11-18,Legal Assistant,Retail,Mass Customer,N,Yes,20,64
3080,Christoforo,Santus,Male,87,1958-10-06,Graphic Designer,Financial Services,High Net Worth,N,No,10,65
3084,Birgit,Dowers,Female,57,1959-07-16,Staff Scientist,Financial Services,Affluent Customer,N,Yes,16,64
3087,Gerry,Scatcher,Male,64,1986-04-02,Social Worker,Health,Mass Customer,N,No,9,38
3089,Wood,Nathan,Male,27,2000-02-24,Web Developer III,Manufacturing,Affluent Customer,N,Yes,2,24
3090,Zared,Pinchback,Male,81,1964-12-06,Operator,Manufacturing,Mass Customer,N,No,8,59
3091,Guenevere,Treffry,Female,88,1995-08-13,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,3,28
3093,Harwilll,Crimes,Male,31,1992-04-01,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,6,32
3096,Lulu,Cabane,Female,32,1973-06-28,Associate Professor,Financial Services,Mass Customer,N,No,10,50
3097,Alessandro,Casley,Male,2,1978-05-09,Actuary,Financial Services,Affluent Customer,N,Yes,19,45
3098,Tiff,Ovett,Female,77,1980-07-15,Dental Hygienist,Health,Mass Customer,N,No,12,43
3101,Paxton,Lermit,Male,68,1987-08-27,Geological Engineer,Manufacturing,High Net Worth,N,No,12,36
3102,Paquito,Maitland,Male,37,1990-06-04,Assistant Manager,Property,Affluent Customer,N,No,2,33
3103,Shaylah,Hatchell,Female,5,1953-10-21,Safety Technician II,Retail,Mass Customer,N,No,20,70
3104,Diahann,Blundan,Female,19,1994-11-30,Business Systems Development Analyst,Property,Mass Customer,N,Yes,2,29
3105,Bryn,Rycraft,Male,88,1965-10-14,Teacher,Health,Mass Customer,N,No,12,58
3109,Jeralee,Domleo,Female,75,1958-06-23,Automation Specialist II,Health,Mass Customer,N,Yes,10,65
3110,Fabien,Iacapucci,Male,14,1994-02-11,Community Outreach Specialist,IT,Affluent Customer,N,Yes,8,30
3111,Maxwell,Blabber,Male,42,1997-03-11,Associate Professor,Financial Services,Mass Customer,N,Yes,4,27
3112,Terri,Gornal,Male,41,2001-04-22,Internal Auditor,Retail,High Net Worth,N,Yes,1,22
3113,Wenonah,Lethabridge,Female,52,1969-12-06,Teacher,Property,Mass Customer,N,Yes,18,54
3114,Judah,Prime,Male,48,1974-09-05,Teacher,IT,Mass Customer,N,Yes,18,49
3115,Rip,Spiers,Male,40,1981-02-26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8,43
3117,Nisse,Marriage,Female,68,1995-06-11,Cost Accountant,Financial Services,Affluent Customer,N,Yes,6,28
3118,Cleveland,Coxon,Male,54,1993-01-22,Occupational Therapist,Health,High Net Worth,N,No,9,31
3120,Lauree,O'Donnell,Female,89,1979-02-04,Clinical Specialist,Health,Mass Customer,N,Yes,10,45
3121,Mahmoud,Batterbee,Male,82,1959-05-11,Data Coordiator,Manufacturing,Mass Customer,N,No,19,64
3123,Tina,Riggulsford,Female,71,1976-08-17,Dental Hygienist,Health,High Net Worth,N,No,20,47
3124,Anastasie,Le Grand,Female,73,1981-02-03,Account Executive,Retail,High Net Worth,N,Yes,9,43
3125,Krystyna,Scarasbrick,Female,2,1978-08-21,Social Worker,Health,High Net Worth,N,Yes,5,45
3126,Bondon,Deeley,Male,7,1986-10-16,Statistician IV,Financial Services,High Net Worth,N,No,12,37
3127,Tucker,Lewsley,Male,39,1971-01-31,Research Nurse,Health,Mass Customer,N,No,10,53
3128,Betteanne,Alldread,Female,96,1965-06-26,Geological Engineer,Manufacturing,High Net Worth,N,Yes,16,58
3129,Leola,Mandrier,Female,44,1955-09-25,Analog Circuit Design manager,Property,High Net Worth,N,Yes,11,68
3130,Krissy,Robard,Female,53,1971-01-25,VP Product Management,Telecommunications,Mass Customer,N,No,17,53
3132,Nicko,Artois,Male,33,1975-04-15,Sales Representative,Retail,Mass Customer,N,Yes,7,48
3133,Eda,MacCheyne,Female,89,1999-05-10,Quality Control Specialist,Manufacturing,Mass Customer,N,No,2,24
3135,Titus,Worsall,Male,83,1962-01-14,Staff Scientist,Financial Services,Mass Customer,N,No,16,62
3136,Leonardo,Brennon,Male,60,1998-08-25,Marketing Manager,Retail,Mass Customer,N,Yes,3,25
3138,Wait,Pardey,Male,34,1971-02-19,Paralegal,Financial Services,Mass Customer,N,Yes,6,53
3139,Pail,De Blasi,Male,65,1973-06-13,Paralegal,Financial Services,High Net Worth,N,Yes,17,50
3140,Britt,Muddimer,Female,2,1985-06-11,Legal Assistant,Manufacturing,High Net Worth,N,No,16,38
3141,Esmaria,Kiernan,Female,92,1995-11-04,Associate Professor,Retail,Mass Customer,N,Yes,3,28
3142,Hubert,Kliner,Male,98,1992-08-04,Electrical Engineer,Manufacturing,Mass Customer,N,No,6,31
3143,Corabelle,Streatfeild,Female,0,1996-10-24,Chief Design Engineer,Manufacturing,Mass Customer,N,No,5,27
3144,Ringo,Everson,Male,94,1978-10-29,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,8,45
3145,Gar,Barnewille,Male,17,1978-06-17,Paralegal,Financial Services,High Net Worth,N,Yes,7,45
3146,Fredrika,Kleinmintz,Female,79,1978-01-28,Project Manager,Property,Mass Customer,N,No,15,46
3152,Lettie,McGenis,Female,6,1999-06-07,Teacher,Financial Services,High Net Worth,N,Yes,3,24
3153,Hannis,Jakubovits,Female,87,1973-12-30,Compensation Analyst,Financial Services,High Net Worth,N,No,15,50
3154,Angil,Ellesmere,Female,63,1957-11-21,Desktop Support Technician,Telecommunications,Mass Customer,N,Yes,19,66
3155,Tiphani,Fritz,Female,88,1976-12-25,Office Assistant I,IT,Affluent Customer,N,Yes,21,47
3158,Korey,Lansbury,Male,27,1970-05-02,VP Quality Control,Telecommunications,Mass Customer,N,Yes,12,53
3160,Eadmund,Braycotton,Male,87,1978-07-03,Mechanical Systems Engineer,IT,Mass Customer,N,No,21,45
3162,Deanne,Delacour,Female,76,1978-02-24,Media Manager IV,Argiculture,Mass Customer,N,Yes,15,46
3163,Irvine,Mc Mechan,Male,38,1968-06-01,Environmental Specialist,Argiculture,Affluent Customer,N,No,19,55
3164,Hortensia,Rainger,Female,53,1986-01-14,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14,38
3165,Vyky,Coppen,Female,56,1975-05-18,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,10,48
3166,Bronson,Plowman,Male,96,1955-05-11,Social Worker,Health,Mass Customer,N,No,20,68
3167,Vernor,Stedall,Male,36,1995-01-20,Web Designer IV,Property,Mass Customer,N,No,5,29
3168,Johan,Dudderidge,Male,89,1976-02-16,Assistant Manager,Health,Affluent Customer,N,No,22,48
3169,Maxim,Chavrin,Male,96,1964-01-12,Payment Adjustment Coordinator,IT,Mass Customer,N,Yes,19,60
3170,Bethanne,Kytter,Female,67,1968-01-26,Nurse Practicioner,Entertainment,Mass Customer,N,No,11,56
3174,Odele,Blackmore,Female,67,1976-11-16,Research Associate,Financial Services,Affluent Customer,N,No,9,47
3175,Alphard,Cradduck,Male,82,1984-12-30,Operator,Health,Mass Customer,N,No,16,39
3178,Gan,Marrion,Male,21,1971-09-28,VP Quality Control,Retail,Mass Customer,N,Yes,9,52
3179,Jarid,Redwood,Male,87,1979-11-04,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17,44
3181,Ferd,Chominski,Male,39,1976-09-29,Senior Editor,Financial Services,High Net Worth,N,No,6,47
3183,Craig,Phethean,Male,64,1974-06-19,Junior Executive,Health,Mass Customer,N,No,14,49
3184,Marlee,Brundle,Female,2,1976-11-08,Civil Engineer,Manufacturing,Affluent Customer,N,Yes,7,47
3185,Duky,Crichley,Male,25,1956-01-18,Senior Financial Analyst,Financial Services,Mass Customer,N,No,10,68
3187,Samuele,Roycroft,Male,75,1974-05-12,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,14,49
3189,Abbott,Knaggs,Male,40,1963-03-01,Environmental Specialist,Financial Services,Mass Customer,N,No,11,61
3191,Bobbette,Amps,Female,29,1959-07-08,Director of Sales,Financial Services,Affluent Customer,N,Yes,12,64
3192,Illa,Klemenz,Female,37,1968-09-18,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,16,55
3193,Augusta,Henryson,Female,6,1978-07-04,Web Designer IV,Property,High Net Worth,N,No,7,45
3194,Hakeem,Bernardinelli,Male,38,1978-03-11,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,11,46
3195,Vickie,West,Female,4,1981-03-30,Tax Accountant,Manufacturing,Mass Customer,N,No,18,43
3196,Teddi,Adcocks,Female,11,1977-08-04,Engineer IV,Health,Mass Customer,N,No,8,46
3197,Stern,Ilyenko,Male,83,1976-02-18,Environmental Specialist,Health,High Net Worth,N,No,14,48
3198,Dur,Knappen,Male,66,1997-08-02,Media Manager III,Manufacturing,Mass Customer,N,Yes,1,26
3201,Zed,Blanckley,Male,61,2000-03-31,Assistant Professor,Financial Services,Mass Customer,N,Yes,1,24
3202,Garry,Gadson,Male,74,1994-09-10,Office Assistant IV,Financial Services,Mass Customer,N,Yes,2,29
3204,Ibby,Beedon,Female,51,1994-11-26,Media Manager III,Health,Mass Customer,N,Yes,4,29
3206,Elbertine,Trewin,Female,32,1995-03-23,Financial Advisor,Financial Services,Mass Customer,N,No,1,29
3209,Clarie,Markushkin,Female,10,1964-03-28,Civil Engineer,Manufacturing,Affluent Customer,N,No,15,60
3210,Stella,Abreheart,Female,80,1988-02-01,Junior Executive,Manufacturing,Mass Customer,N,No,1,36
3211,Betsy,Cosh,Female,52,1993-06-12,Automation Specialist II,Health,High Net Worth,N,Yes,7,30
3212,Corella,Bartomeu,Female,62,1981-01-15,Analog Circuit Design manager,Financial Services,Affluent Customer,N,No,13,43
3214,Cindelyn,Balas,Female,2,1993-01-21,Software Engineer III,Financial Services,Mass Customer,N,Yes,9,31
3216,Edgar,Ordish,Male,59,1998-05-08,Database Administrator III,Manufacturing,Mass Customer,N,Yes,1,25
3217,Lorena,Titterrell,Female,95,1968-03-12,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,8,56
3218,Conny,Starbeck,Female,38,1976-02-12,Information Systems Manager,Argiculture,Mass Customer,N,Yes,22,48
3219,Denyse,Scutts,Female,94,1998-01-06,Web Developer III,Financial Services,Mass Customer,N,No,3,26
3220,Hunt,Linn,Male,53,1972-07-26,Research Assistant IV,Manufacturing,Affluent Customer,N,No,11,51
3221,Brigid,Quigley,Female,59,1959-09-25,Internal Auditor,Property,High Net Worth,N,Yes,11,64
3224,Darell,Mulqueeny,Female,67,1996-03-12,Automation Specialist III,Manufacturing,Affluent Customer,N,No,3,28
3225,Durante,Reddan,Male,19,1980-06-19,Chief Design Engineer,Health,Mass Customer,N,Yes,4,43
3228,Margette,Donaghie,Female,36,1964-08-16,Social Worker,Health,Mass Customer,N,No,13,59
3229,Carrol,Gheorghie,Male,69,1964-10-18,Sales Representative,Retail,High Net Worth,N,Yes,6,59
3230,Calida,Clardge,Female,31,1970-02-14,Executive Secretary,Financial Services,Mass Customer,N,No,12,54
3232,Rose,Milsom,Female,7,1993-10-10,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,9,30
3233,Xever,Feeley,Male,7,1959-01-06,Tax Accountant,Financial Services,Mass Customer,N,Yes,17,65
3234,Mata,Hoggan,Male,35,1987-04-15,Safety Technician II,Manufacturing,Mass Customer,N,Yes,19,36
3235,Leif,Woolfall,Male,88,1965-05-15,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,12,58
3237,Astrid,Sumnall,Female,94,1964-08-15,Assistant Manager,Manufacturing,Mass Customer,N,No,13,59
3238,Sauveur,Edmands,Male,23,1977-07-20,Executive Secretary,Retail,Mass Customer,N,No,14,46
3239,Wendi,Hew,Female,15,1971-12-06,Staff Scientist,Health,High Net Worth,N,No,5,52
3241,Milt,Erett,Male,34,1979-10-29,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,16,44
3242,Lib,Schohier,Female,4,1958-03-07,General Manager,Manufacturing,Affluent Customer,N,Yes,14,66
3243,Tim,Besset,Male,24,1973-05-19,Media Manager I,Health,Mass Customer,N,No,7,50
3244,Rosene,Bullar,Female,24,1959-05-08,Systems Administrator I,Financial Services,Mass Customer,N,No,13,64
3245,Wainwright,Succamore,Male,86,1959-03-27,Graphic Designer,IT,High Net Worth,N,No,7,65
3246,Norene,Merle,Female,73,1968-05-20,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,4,55
3247,Bellanca,Raymond,Female,0,1985-04-09,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5,39
3251,Cammie,Edridge,Female,95,1976-08-27,Safety Technician II,Financial Services,High Net Worth,N,Yes,8,47
3253,Bernadine,Shakeshaft,Female,42,1990-02-10,Cost Accountant,Financial Services,High Net Worth,N,Yes,7,34
3254,Lissy,Paliser,Female,8,2001-05-22,Human Resources Assistant I,Financial Services,Mass Customer,N,No,1,22
3256,Collen,Kew,Female,76,1986-02-06,Professor,Financial Services,Affluent Customer,N,No,6,38
3258,Hettie,Godden,Female,77,1978-12-10,Sales Representative,Retail,Mass Customer,N,Yes,18,45
3260,Kelsy,Rao,Female,6,1979-05-30,Research Associate,Telecommunications,High Net Worth,N,No,11,44
3262,Maynord,L'Episcopi,Male,65,1959-10-14,Product Engineer,Entertainment,Mass Customer,N,No,12,64
3263,Quentin,Forte,Female,37,1981-08-21,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,No,5,42
3265,Isaak,Higounet,Male,64,1967-06-02,Clinical Specialist,Health,High Net Worth,N,No,11,56
3268,Estelle,Sam,Female,93,1986-05-31,General Manager,Manufacturing,Mass Customer,N,No,20,37
3270,Tracey,Redsull,Male,47,1957-04-12,Administrative Officer,Financial Services,Mass Customer,N,Yes,5,67
3271,Daisi,Philip,Female,21,1986-04-18,Chief Design Engineer,Property,High Net Worth,N,Yes,16,37
3273,Darline,Alpes,Female,72,1978-05-17,General Manager,Entertainment,Mass Customer,N,No,11,45
3275,Lela,Carrell,Female,24,1975-10-22,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,No,6,48
3278,Marcel,Eddolls,Male,66,1982-06-22,VP Product Management,Financial Services,Affluent Customer,N,No,9,41
3279,Morgun,Razoux,Male,55,1959-02-18,Staff Scientist,Financial Services,Mass Customer,N,No,14,65
3280,Micki,McNamara,Female,49,1987-05-02,General Manager,Financial Services,Mass Customer,N,Yes,21,36
3282,Helga,Nuzzi,Female,8,1959-04-24,Clinical Specialist,Health,High Net Worth,N,No,13,64
3283,Rowe,Barbary,Female,46,1979-01-15,Administrative Officer,Property,Mass Customer,N,Yes,6,45
3284,Jorrie,Cerman,Female,98,1991-08-28,Chief Design Engineer,Retail,Affluent Customer,N,No,2,32
3285,Mendie,Teresi,Male,51,1986-12-30,Recruiter,Health,Affluent Customer,N,Yes,9,37
3286,Kent,Hatter,Male,23,1961-06-02,Assistant Media Planner,Entertainment,Mass Customer,N,No,20,62
3289,Frederico,Spearman,Male,43,1978-01-04,Assistant Manager,Property,Mass Customer,N,No,12,46
3291,Cindy,Eakin,Female,33,1956-01-21,Staff Accountant II,Manufacturing,Mass Customer,N,No,13,68
3292,Hamlen,Slograve,Male,71,1973-04-09,Web Designer I,Retail,Affluent Customer,N,Yes,3,51
3294,Juditha,Leidl,Female,90,1986-06-26,Director of Sales,Manufacturing,Affluent Customer,N,No,6,37
3295,Cleavland,Karchowski,Male,14,1964-05-26,Human Resources Assistant III,Retail,High Net Worth,N,Yes,9,59
3296,Leontyne,Jackett,Female,78,1974-11-11,Quality Engineer,Financial Services,Affluent Customer,N,Yes,17,49
3297,Addy,Moukes,Male,39,1975-04-26,Product Engineer,Manufacturing,Mass Customer,N,No,13,48
3299,Sybille,Ballsdon,Female,27,1980-04-10,Systems Administrator II,Manufacturing,Affluent Customer,N,Yes,12,44
3300,Quintus,Gouldthorpe,Male,47,1961-05-22,Executive Secretary,Retail,Mass Customer,N,No,14,62
3302,Faulkner,McKiernan,Male,17,1956-10-30,Compensation Analyst,Financial Services,Affluent Customer,N,No,19,67
3303,Ced,Cuell,Male,51,1967-02-02,Structural Engineer,Telecommunications,Affluent Customer,N,Yes,11,57
3305,Neddy,La Grange,Male,25,1977-02-16,Senior Developer,Health,Mass Customer,N,Yes,11,47
3306,Iggy,Whorton,Male,50,1991-05-17,Compensation Analyst,Financial Services,Mass Customer,N,No,7,32
3307,Portia,Thirlwall,Female,96,1978-09-02,Analyst Programmer,Health,High Net Worth,N,No,14,45
